[CTR] ¿El término integral (Ki) en un controlador PID elimina de forma estricta el error en régimen permanente ante una entrada en escalón constante?	<b>Verdadero (V)</b><br><br><i>Verdadero. Introduce un polo en el origen (sistema Tipo 1) que fuerza error nulo en régimen permanente.</i>
[CTR] ¿El término derivativo (Kd) aporta amortiguamiento anticipativo mejorando la estabilidad y reduciendo la sobreoscilación?	<b>Verdadero (V)</b><br><br><i>Verdadero. Actúa proporcionalmente a la velocidad de cambio del error.</i>
[CTR] El fenómeno de saturación del integrador ('integrator windup') se produce cuando el actuador opera holgadamente dentro de su rango lineal.	<b>Falso (F)</b><br><br><i>Falso. Ocurre cuando el actuador satura a su límite físico y el integrador sigue acumulando error sin poder corregirlo; exige técnicas anti-windup.</i>
[CTR] ¿El criterio de Routh-Hurwitz permite conocer cuántas raíces de un polinomio característico tienen parte real positiva sin necesidad de factorizarlas explícitamente?	<b>Verdadero (V)</b><br><br><i>Verdadero. El número de polos inestables es igual al número de cambios de signo en la primera columna de la tabla de Routh.</i>
[CTR] ¿Un coeficiente de amortiguamiento zeta = 0.707 (1/sqrt(2)) proporciona un compromiso excelente entre velocidad de subida y baja sobreoscilación (aprox. 4.3%)?	<b>Verdadero (V)</b><br><br><i>Verdadero. Valor de diseño ampliamente utilizado en ingeniería de control.</i>
[CTR] En el lugar de las raíces (Root Locus), los polos en bucle cerrado parten de los ceros y terminan en los polos en bucle abierto al aumentar la ganancia K.	<b>Falso (F)</b><br><br><i>Falso. Parten de los polos en bucle abierto (K=0) y terminan en los ceros (K -> infinito).</i>
[CTR] ¿Un sistema de fase no mínima contiene ceros o polos en el semiplano complejo derecho que limitan el ancho de banda alcanzable?	<b>Verdadero (V)</b><br><br><i>Verdadero. Los ceros en el semiplano derecho producen retraso de fase adicional y respuesta inversa inicial.</i>
[CTR] ¿El Margen de Fase (PM) se mide a la frecuencia de cruce de ganancia donde el módulo de la función de bucle abierto es 0 dB?	<b>Verdadero (V)</b><br><br><i>Verdadero. PM = 180 + fase(L(j*w_0dB)).</i>
[CTR] ¿El método de discretización trapezoidal (Tustin) mapea todo el semiplano izquierdo continuo s estrictamente dentro del círculo unidad discreto z?	<b>Verdadero (V)</b><br><br><i>Verdadero. Preserva fielmente la estabilidad del sistema analógico al pasar a digital.</i>
[CTR] Aumentar indefinidamente la ganancia proporcional Kp de un sistema de tercer orden continuo siempre incrementa la estabilidad del lazo.	<b>Falso (F)</b><br><br><i>Falso. Desplaza los polos hacia el semiplano derecho provocando oscilaciones inestables.</i>
[CTR] ¿El teorema del valor final aplicado al error en Laplace requiere que los polos de s*E(s) tengan parte real negativa?	<b>Verdadero (V)</b><br><br><i>Verdadero. Requisito indispensable para que exista un valor asintótico estable en el tiempo.</i>
[CTR] ¿La representación en variables de estado dx/dt = Ax + Bu, y = Cx + Du permite modelar sistemas multivariables (MIMO) e internamente no lineales?	<b>Verdadero (V)</b><br><br><i>Verdadero. Marco matemático unificado de la teoría de control moderna.</i>
