[TEL] ¿Una pista de PCB se debe tratar como línea de transmisión distribuida si el retardo de propagación a lo largo de la pista supera la mitad del tiempo de subida de la señal (t_delay > tr / 2)?	<b>Verdadero (V)</b><br><br><i>Verdadero. Criterio fundamental de integridad de señal para evitar reflexiones destructivas.</i>
[TEL] ¿La resistencia térmica total unión-ambiente theta_JA es la suma en serie de theta_JC (unión-cápsula), theta_CS (cápsula-disipador) y theta_SA (disipador-ambiente)?	<b>Verdadero (V)</b><br><br><i>Verdadero. Modelo circuital térmico análogo a la ley de Ohm.</i>
[TEL] Un plano de masa continuo por debajo de las pistas de alta velocidad aumenta las emisiones radiadas y la inductancia del lazo de retorno.	<b>Falso (F)</b><br><br><i>Falso. Minimiza drásticamente el área del lazo de retorno, reduciendo la inductancia parásita y las emisiones de interferencia electromagnética (EMI).</i>
[TEL] ¿El desacoplo efectivo de la red de distribución de potencia (PDN) requiere condensadores cerámicos de varios valores colocados lo más cerca posible de los pines del circuito integrado?	<b>Verdadero (V)</b><br><br><i>Verdadero. Proporcionan corriente de alta frecuencia instantánea eludiendo la inductancia parásita de las pistas largas.</i>
[TEL] ¿La diafonía (crosstalk) entre dos pistas paralelas disminuye cuadráticamente al aumentar la distancia de separación entre ellas (regla 3W)?	<b>Verdadero (V)</b><br><br><i>Verdadero. Alejar las pistas reduce tanto el acoplo capacitivo mutuo como el inductivo.</i>
[TEL] La pasta térmica aplicada entre la cápsula del componente y el disipador incrementa la resistencia térmica de contacto.	<b>Falso (F)</b><br><br><i>Falso. Rellena las microrrugosidades microscópicas de aire (pésimo conductor térmico) reduciendo notablemente theta_CS.</i>
[TEL] ¿Las vías de retorno de masa junto a vías de señal de alta velocidad preservan la continuidad del camino de retorno reduciendo la discontinuidad de impedancia?	<b>Verdadero (V)</b><br><br><i>Verdadero. Mantienen la impedancia y evitan que la corriente de retorno busque caminos tortuosos.</i>
[TEL] ¿Una terminación en serie colocada al inicio de la pista con valor R_term = Z0 - R_driver anula las reflexiones procedentes del receptor en circuito abierto?	<b>Verdadero (V)</b><br><br><i>Verdadero. Absorbe la onda reflejada evitando resonancias sucesivas.</i>
[TEL] En el apilado (stack-up) de una PCB de 4 capas estándar, es recomendable colocar las pistas de reloj sobre una ranura abierta en el plano de masa de referencia.	<b>Falso (F)</b><br><br><i>Falso. Cruzar una ranura (slot) en el plano de masa destruye el camino de retorno, causando un pico de EMI y severa distorsión de la señal.</i>
[TEL] ¿El fenómeno de ringing (sobreoscilación y oscilación amortiguada) en conmutación rápida está originado por la resonancia entre la inductancia parásita de la pista y la capacidad de entrada del receptor?	<b>Verdadero (V)</b><br><br><i>Verdadero. Circuito RLC subamortiguado parásito.</i>
[TEL] ¿El cobre con peso estándar de 1 oz/ft^2 equivale a un espesor de lámina de aproximadamente 35 micrómetros?	<b>Verdadero (V)</b><br><br><i>Verdadero. Grosor típico de capas exteriores e interiores en PCBs industriales.</i>
[TEL] ¿La temperatura máxima de unión (Tj_max) típica permitida en componentes semiconductores de silicio suele situarse entre 125 y 150 grados Celsius?	<b>Verdadero (V)</b><br><br><i>Verdadero. Operar por encima compromete la fiabilidad y acelera la degradación física del silicio.</i>
