[SM] ¿El amplificador de instrumentación clásico de 3 operacionales permite fijar la ganancia diferencial total mediante una única resistencia externa Rg?	<b>Verdadero (V)</b><br><br><i>Verdadero. Ad = (1 + 2*R1/Rg) * (R3/R2).</i>
[SM] ¿El factor de galga (Gauge Factor GF) de una galga extensométrica metálica convencional ronda un valor cercano a 2.0?	<b>Verdadero (V)</b><br><br><i>Verdadero. Relaciona la variación relativa de resistencia con la deformación mecánica unitaria.</i>
[SM] La resistencia de un sensor PT100 a 0 grados Celsius es de 1000 ohms.	<b>Falso (F)</b><br><br><i>Falso. A 0 grados Celsius es exactamente 100 ohms (de ahí la denominación PT100; el de 1000 ohms es el PT1000).</i>
[SM] ¿En un termopar, la tensión termoeléctrica de Seebeck se produce debido a la diferencia de temperatura entre la unión de medida y la unión de referencia?	<b>Verdadero (V)</b><br><br><i>Verdadero. Requiere compensación electrónica de unión fría.</i>
[SM] ¿Un termistor NTC (Negative Temperature Coefficient) disminuye su resistencia eléctrica al aumentar la temperatura?	<b>Verdadero (V)</b><br><br><i>Verdadero. Comportamiento semiconductor característico frente a los metales (PTC).</i>
[SM] La conexión a 2 hilos para una sonda RTD PT100 elimina completamente el error introducido por la resistencia de los cables de conexión lejanos.	<b>Falso (F)</b><br><br><i>Falso. La conexión a 2 hilos suma la resistencia del cable; para anularla se requiere conexión a 3 o 4 hilos (Kelvin).</i>
[SM] ¿La norma GUM clasifica las incertidumbres en Tipo A (evaluadas estadísticamente) y Tipo B (obtenidas por certificados y especificaciones técnicas)?	<b>Verdadero (V)</b><br><br><i>Verdadero. Base metrológica internacional de estimación de incertidumbre.</i>
[SM] ¿Los convertidores analógico-digitales Sigma-Delta aprovechan el sobremuestreo y la modulación de ruido (noise shaping) para lograr altísima resolución a bajas frecuencias?	<b>Verdadero (V)</b><br><br><i>Verdadero. Desplazan la energía del ruido de cuantización hacia altas frecuencias donde se filtra digitalmente.</i>
[SM] ¿El sensor LVDT (Linear Variable Differential Transformer) mide desplazamientos mecánicos lineales con aislamiento galvánico y prácticamente nula fricción mecánica?	<b>Verdadero (V)</b><br><br><i>Verdadero. Transductor inductivo de núcleo móvil ferromagnético.</i>
[SM] El rechazo al modo común (CMRR) de un amplificador de instrumentación es típicamente muy bajo (alrededor de 10 dB).	<b>Falso (F)</b><br><br><i>Falso. Es muy alto, típicamente entre 80 dB y 120 dB, para rechazar interferencias parásitas inducidas de red (50/60 Hz).</i>
[SM] ¿La linealización analógica o por software de un sensor busca convertir una respuesta curva no lineal en una relación proporcional directa?	<b>Verdadero (V)</b><br><br><i>Verdadero. Facilita el procesamiento directo de la variable física.</i>
[SM] ¿Un puente de Wheatstone con 4 galgas activas (puente completo) cuadruplica la sensibilidad y compensa automáticamente las variaciones térmicas parásitas?	<b>Verdadero (V)</b><br><br><i>Verdadero. Vo = Vs * Delta_R / R0 con compensación térmica simétrica.</i>
