[ICAF] ¿El parámetro S11 representa el coeficiente de reflexión visto desde el puerto 1 cuando el puerto 2 está terminado en una carga adaptada a Z0?	<b>Verdadero (V)</b><br><br><i>Verdadero. S11 = b1 / a1 con a2 = 0.</i>
[ICAF] ¿El parámetro S21 cuantifica la ganancia o transmisión directa del puerto 1 al puerto 2?	<b>Verdadero (V)</b><br><br><i>Verdadero. |S21|^2 es la ganancia de potencia del transductor con puertos adaptados.</i>
[ICAF] ¿Un transistor de RF es incondicionalmente estable si el factor de Rollett cumple K > 1 y |Delta| < 1 simultáneamente?	<b>Verdadero (V)</b><br><br><i>Verdadero. No oscilará para cualquier impedancia pasiva conectada a la entrada y salida.</i>
[ICAF] Una bobina real de RF se comporta como un inductor ideal a cualquier frecuencia por elevada que sea.	<b>Falso (F)</b><br><br><i>Falso. Por encima de su frecuencia de autorresonancia (SRF) la capacidad parásita entre espiras domina y se vuelve capacitiva.</i>
[ICAF] ¿Un stub en cortocircuito de longitud eléctrica menor a un cuarto de onda (l < lambda/4) presenta una reactancia puramente inductiva?	<b>Verdadero (V)</b><br><br><i>Verdadero. Zin = j * Z0 * tan(beta * l) > 0.</i>
[ICAF] Un stub en circuito abierto de longitud lambda/4 se comporta como un circuito abierto en sus bornes.	<b>Falso (F)</b><br><br><i>Falso. Actúa como un cortocircuito perfecto (Zin = -j*Z0*cot(pi/2) = 0).</i>
[ICAF] ¿Las pérdidas de retorno (Return Loss) se definen como -20*log10(|S11|) y un valor alto indica una excelente adaptación?	<b>Verdadero (V)</b><br><br><i>Verdadero. Por ejemplo, RL > 20 dB significa que se refleja menos del 1% de la potencia incidente.</i>
[ICAF] ¿En una línea microstrip sobre PCB, la velocidad de propagación depende de la permitividad dieléctrica efectiva del sustrato?	<b>Verdadero (V)</b><br><br><i>Verdadero. El campo viaja parcialmente en el dieléctrico y parcialmente en el aire exterior (modo cuasi-TEM).</i>
[ICAF] ¿La Carta de Smith permite diseñar redes de adaptación en L agregando reactancias serie o susceptancias paralelo como desplazamientos por círculos?	<b>Verdadero (V)</b><br><br><i>Verdadero. Método gráfico canónico de diseño de microondas.</i>
[ICAF] El parámetro S12 representa la reflexión interna del puerto 2 hacia sí mismo.	<b>Falso (F)</b><br><br><i>Falso. S12 es el aislamiento o transmisión inversa del puerto 2 hacia el puerto 1.</i>
[ICAF] ¿Las pérdidas por inserción (Insertion Loss) representan la atenuación que sufre la señal al atravesar un cuadripolo?	<b>Verdadero (V)</b><br><br><i>Verdadero. IL = -20*log10(|S21|) dB.</i>
[ICAF] ¿En RF se prefieren los parámetros S frente a parámetros Z o Y porque son fáciles de medir sin necesidad de cortocircuitos o circuitos abiertos ideales en alta frecuencia?	<b>Verdadero (V)</b><br><br><i>Verdadero. Se miden con terminaciones de referencia estándar (50 ohms) sin provocar oscilaciones no deseadas.</i>
