#separator:tab
#html:true
#tags column:3
<b>[Tema 1 · Qüestió #01]</b><br><br>La representativitat d'una escala numèrica es defineix respecte d'un atribut concret i no de manera absoluta.	<b>Resposta:</b> <span style='color:#16a34a;font-weight:bold;'>VERTADER (V) ✅</span><br><br><b>Justificació Tècnica:</b><br>La representativitat no és una propietat absoluta d'una escala: es defineix respecte d'un atribut concret. Una escala pot ser representativa per a la duresa i no dir res del color.<br><br><small style='color:#64748b;'><i>Referència: SM_U1_01_Concepte_de_mesura.md</i></small>	Sistemes_de_Mesura Tema_1 Autoavaluacio Examen
<b>[Tema 1 · Qüestió #02]</b><br><br>Un valor obtingut exclusivament per simulació, si el model és exacte, constitueix una mesura del sistema real.	<b>Resposta:</b> <span style='color:#dc2626;font-weight:bold;'>FALS (F) ❌</span><br><br><b>Justificació Tècnica:</b><br>L'assignació ha de ser empírica. Un valor obtingut només per simulació, per exacte que sigui el model, és una predicció sobre el sistema, no una mesura del sistema.<br><br><small style='color:#64748b;'><i>Referència: SM_U1_01_Concepte_de_mesura.md</i></small>	Sistemes_de_Mesura Tema_1 Autoavaluacio Examen
<b>[Tema 1 · Qüestió #03]</b><br><br>Dos enginyers independents que segueixin el mateix protocol amb instruments calibrats han d'obtenir resultats compatibles.	<b>Resposta:</b> <span style='color:#16a34a;font-weight:bold;'>VERTADER (V) ✅</span><br><br><b>Justificació Tècnica:</b><br>És la definició operativa d'objectivitat: el resultat depèn del procediment i dels instruments, no de qui mesura.<br><br><small style='color:#64748b;'><i>Referència: SM_U1_01_Concepte_de_mesura.md</i></small>	Sistemes_de_Mesura Tema_1 Autoavaluacio Examen
<b>[Tema 1 · Qüestió #04]</b><br><br>Que una mesura sigui directa o indirecta és una propietat de la magnitud mesurada i no del procediment emprat.	<b>Resposta:</b> <span style='color:#dc2626;font-weight:bold;'>FALS (F) ❌</span><br><br><b>Justificació Tècnica:</b><br>És una propietat del procediment. La mateixa magnitud pot ser directa amb un instrument i indirecta amb un altre.<br><br><small style='color:#64748b;'><i>Referència: SM_U1_01_Concepte_de_mesura.md</i></small>	Sistemes_de_Mesura Tema_1 Autoavaluacio Examen
<b>[Tema 1 · Qüestió #05]</b><br><br>Si es disposa d'un wattímetre, la mesura de la potència continua sent indirecta.	<b>Resposta:</b> <span style='color:#dc2626;font-weight:bold;'>FALS (F) ❌</span><br><br><b>Justificació Tècnica:</b><br>Amb wattímetre, la potència s'obté per lectura sense càlculs de l'usuari, i per tant passa a ser directa.<br><br><small style='color:#64748b;'><i>Referència: SM_U1_01_Concepte_de_mesura.md</i></small>	Sistemes_de_Mesura Tema_1 Autoavaluacio Examen
<b>[Tema 1 · Qüestió #06]</b><br><br>El resultat d'un producte es pot expressar amb més xifres significatives que el factor que menys en té.	<b>Resposta:</b> <span style='color:#dc2626;font-weight:bold;'>FALS (F) ❌</span><br><br><b>Justificació Tècnica:</b><br>El resultat no pot tenir més xifres significatives que el factor que menys en té; altrament s'atribueix a la mesura una precisió que els instruments no tenen.<br><br><small style='color:#64748b;'><i>Referència: SM_U1_01_Concepte_de_mesura.md</i></small>	Sistemes_de_Mesura Tema_1 Autoavaluacio Examen
<b>[Tema 1 · Qüestió #07]</b><br><br>Un ohmímetre que injecta un corrent i mesura la tensió és una mesura directa per a l'usuari i indirecta per al dissenyador.	<b>Resposta:</b> <span style='color:#16a34a;font-weight:bold;'>VERTADER (V) ✅</span><br><br><b>Justificació Tècnica:</b><br>La classificació depèn del punt de vista: l'usuari llegeix un valor, però el dissenyador ha combinat una mesura de tensió amb una font de corrent.<br><br><small style='color:#64748b;'><i>Referència: SM_U1_01_Concepte_de_mesura.md</i></small>	Sistemes_de_Mesura Tema_1 Autoavaluacio Examen
<b>[Tema 1 · Qüestió #08]</b><br><br>La coherència del SI elimina la necessitat de factors de conversió dins del mateix sistema.	<b>Resposta:</b> <span style='color:#16a34a;font-weight:bold;'>VERTADER (V) ✅</span><br><br><b>Justificació Tècnica:</b><br>És la definició de coherència: les unitats derivades es formen sense factors numèrics, de manera que les fórmules no en necessiten cap.<br><br><small style='color:#64748b;'><i>Referència: SM_U1_02_El_Sistema_Internacional_dUnitats.md</i></small>	Sistemes_de_Mesura Tema_1 Autoavaluacio Examen
<b>[Tema 1 · Qüestió #09]</b><br><br>Com que la unitat base de massa és el quilogram, els prefixos s'apliquen al quilogram i no al gram.	<b>Resposta:</b> <span style='color:#dc2626;font-weight:bold;'>FALS (F) ❌</span><br><br><b>Justificació Tècnica:</b><br>El quilogram és l'excepció: com que ja incorpora un prefix, els prefixos s'apliquen al gram. 10⁻⁶ kg és un mil·ligram.<br><br><small style='color:#64748b;'><i>Referència: SM_U1_02_El_Sistema_Internacional_dUnitats.md</i></small>	Sistemes_de_Mesura Tema_1 Autoavaluacio Examen
<b>[Tema 1 · Qüestió #10]</b><br><br>Des que es va fixar la velocitat de la llum com a valor exacte, el metre depèn del segon.	<b>Resposta:</b> <span style='color:#16a34a;font-weight:bold;'>VERTADER (V) ✅</span><br><br><b>Justificació Tècnica:</b><br>Des de 1983 la velocitat de la llum és un valor fixat, i el metre es defineix com el que recorre la llum en 1/299 792 458 s.<br><br><small style='color:#64748b;'><i>Referència: SM_U1_02_El_Sistema_Internacional_dUnitats.md</i></small>	Sistemes_de_Mesura Tema_1 Autoavaluacio Examen
<b>[Tema 1 · Qüestió #11]</b><br><br>La candela és una unitat derivada perquè la seva definició depèn de la percepció visual humana.	<b>Resposta:</b> <span style='color:#dc2626;font-weight:bold;'>FALS (F) ❌</span><br><br><b>Justificació Tècnica:</b><br>És una de les set unitats base. Que depengui de la percepció humana no la converteix en derivada.<br><br><small style='color:#64748b;'><i>Referència: SM_U1_02_El_Sistema_Internacional_dUnitats.md</i></small>	Sistemes_de_Mesura Tema_1 Autoavaluacio Examen
<b>[Tema 1 · Qüestió #12]</b><br><br>El símbol del kelvin s'escriu amb majúscula perquè la unitat prové d'un nom propi.	<b>Resposta:</b> <span style='color:#16a34a;font-weight:bold;'>VERTADER (V) ✅</span><br><br><b>Justificació Tècnica:</b><br>Els símbols van en minúscula excepte si la unitat prové d'un nom propi: K de Kelvin, A d'Ampère, V de Volta, N de Newton.<br><br><small style='color:#64748b;'><i>Referència: SM_U1_02_El_Sistema_Internacional_dUnitats.md</i></small>	Sistemes_de_Mesura Tema_1 Autoavaluacio Examen
<b>[Tema 1 · Qüestió #13]</b><br><br>La denominació correcta de la unitat de temperatura termodinàmica és «grau Kelvin».	<b>Resposta:</b> <span style='color:#dc2626;font-weight:bold;'>FALS (F) ❌</span><br><br><b>Justificació Tècnica:</b><br>La denominació correcta és «kelvin», sense «grau». El grau només s'usa amb el Celsius.<br><br><small style='color:#64748b;'><i>Referència: SM_U1_02_El_Sistema_Internacional_dUnitats.md</i></small>	Sistemes_de_Mesura Tema_1 Autoavaluacio Examen
<b>[Tema 1 · Qüestió #14]</b><br><br>El radian és adimensional, però conservar-lo permet distingir la freqüència angular de la freqüència.	<b>Resposta:</b> <span style='color:#16a34a;font-weight:bold;'>VERTADER (V) ✅</span><br><br><b>Justificació Tècnica:</b><br>Dimensionalment és la unitat, però escriure'l permet distingir la freqüència angular en rad/s de la freqüència en Hz, i un factor 2π omès té conseqüències greus.<br><br><small style='color:#64748b;'><i>Referència: SM_U1_02_El_Sistema_Internacional_dUnitats.md</i></small>	Sistemes_de_Mesura Tema_1 Autoavaluacio Examen
<b>[Tema 1 · Qüestió #15]</b><br><br>En context tècnic el SI recomana emprar preferentment els prefixos hecto, deca, deci i centi.	<b>Resposta:</b> <span style='color:#dc2626;font-weight:bold;'>FALS (F) ❌</span><br><br><b>Justificació Tècnica:</b><br>És al revés: en context tècnic es recomanen els prefixos que són potències de mil, i hecto, deca, deci i centi es desaconsellen.<br><br><small style='color:#64748b;'><i>Referència: SM_U1_02_El_Sistema_Internacional_dUnitats.md</i></small>	Sistemes_de_Mesura Tema_1 Autoavaluacio Examen
<b>[Tema 1 · Qüestió #16]</b><br><br>A la pèrdua del Mars Climate Orbiter, tots dos programaris eren internament correctes i l'error va aparèixer a la frontera entre subsistemes.	<b>Resposta:</b> <span style='color:#16a34a;font-weight:bold;'>VERTADER (V) ✅</span><br><br><b>Justificació Tècnica:</b><br>Cap dels dos programaris tenia cap error intern: Lockheed Martin lliurava lliures-força segon i el JPL llegia newton segon. L'error va aparèixer a la interfície.<br><br><small style='color:#64748b;'><i>Referència: SM_U1_02_El_Sistema_Internacional_dUnitats.md</i></small>	Sistemes_de_Mesura Tema_1 Autoavaluacio Examen
<b>[Tema 1 · Qüestió #17]</b><br><br>Si el sensor s'adhereix a l'encapsulat i es vol la temperatura del nucli, la resistència tèrmica entre ambdós introdueix un error sistemàtic.	<b>Resposta:</b> <span style='color:#16a34a;font-weight:bold;'>VERTADER (V) ✅</span><br><br><b>Justificació Tècnica:</b><br>El mesurand és la temperatura del nucli i la quantitat sota mesura és la de l'encapsulat. La diferència no és soroll sinó error sistemàtic del muntatge.<br><br><small style='color:#64748b;'><i>Referència: SM_U1_03_Estructura_dels_sistemes_de_mesura.md</i></small>	Sistemes_de_Mesura Tema_1 Autoavaluacio Examen
<b>[Tema 1 · Qüestió #18]</b><br><br>L'efecte de càrrega es pot eliminar completament amb un disseny prou acurat del sensor.	<b>Resposta:</b> <span style='color:#dc2626;font-weight:bold;'>FALS (F) ❌</span><br><br><b>Justificació Tècnica:</b><br>És inevitable: el sensor ha d'extreure energia o informació del sistema. Es pot minimitzar i, si cal, caracteritzar per corregir-lo, però no eliminar.<br><br><small style='color:#64748b;'><i>Referència: SM_U1_03_Estructura_dels_sistemes_de_mesura.md</i></small>	Sistemes_de_Mesura Tema_1 Autoavaluacio Examen
<b>[Tema 1 · Qüestió #19]</b><br><br>Un error conegut i quantificat és menys perillós que un error petit però ignorat.	<b>Resposta:</b> <span style='color:#16a34a;font-weight:bold;'>VERTADER (V) ✅</span><br><br><b>Justificació Tècnica:</b><br>Un error conegut es corregeix; un error petit però ignorat es propaga silenciosament fins a la decisió final.<br><br><small style='color:#64748b;'><i>Referència: SM_U1_03_Estructura_dels_sistemes_de_mesura.md</i></small>	Sistemes_de_Mesura Tema_1 Autoavaluacio Examen
<b>[Tema 1 · Qüestió #20]</b><br><br>El pont de Wheatstone permet amplificar el valor absolut de la resistència del sensor sense saturar l'amplificador.	<b>Resposta:</b> <span style='color:#dc2626;font-weight:bold;'>FALS (F) ❌</span><br><br><b>Justificació Tècnica:</b><br>El pont fa justament el contrari: el senyal útil és el desequilibri i no el valor absolut, i per això es pot amplificar amb guany elevat sense saturar.<br><br><small style='color:#64748b;'><i>Referència: SM_U1_03_Estructura_dels_sistemes_de_mesura.md</i></small>	Sistemes_de_Mesura Tema_1 Autoavaluacio Examen
<b>[Tema 1 · Qüestió #21]</b><br><br>Les variacions tèrmiques dels quatre braços d'un pont de Wheatstone s'acumulen i degraden la mesura.	<b>Resposta:</b> <span style='color:#dc2626;font-weight:bold;'>FALS (F) ❌</span><br><br><b>Justificació Tècnica:</b><br>Si totes les resistències són a la mateixa temperatura, les variacions tèrmiques es compensen mútuament. És un mecanisme de rebuig d'interferències.<br><br><small style='color:#64748b;'><i>Referència: SM_U1_03_Estructura_dels_sistemes_de_mesura.md</i></small>	Sistemes_de_Mesura Tema_1 Autoavaluacio Examen
<b>[Tema 1 · Qüestió #22]</b><br><br>En una transmissió de 0-10 V, una lectura de 0 V permet distingir un mesurand nul d'un cable tallat.	<b>Resposta:</b> <span style='color:#dc2626;font-weight:bold;'>FALS (F) ❌</span><br><br><b>Justificació Tècnica:</b><br>És l'inconvenient del 0-10 V: 0 V és ambigu entre mesurand nul i cable tallat. El llaç de 4-20 mA sí que els distingeix, perquè el zero són 4 mA.<br><br><small style='color:#64748b;'><i>Referència: SM_U1_03_Estructura_dels_sistemes_de_mesura.md</i></small>	Sistemes_de_Mesura Tema_1 Autoavaluacio Examen
